ClustomerID,Clustomer_Latitude,Clustomer_Longitude,Clustomer_Demand,
Clustomer_1,39.42947,-75.23406,12902.00000
Clustomer_2,42.73254,-84.55565,4495.00000
Clustomer_3,33.19526,-117.37834,10332.00000
Clustomer_4,38.83380,-104.82140,8715.00000
Clustomer_5,33.97883,-118.24993,98333.00000
Clustomer_6,34.00570,-81.03365,8843.00000
Clustomer_7,35.93020,-77.77120,8907.00000
Clustomer_8,34.74870,-92.27485,10354.00000
Clustomer_9,34.10294,-117.43581,25563.00000
Clustomer_10,27.79824,-97.39794,13172.00000
Clustomer_11,36.16536,-86.77731,11832.00000
Clustomer_12,41.49133,-81.67329,9933.00000
Clustomer_13,36.85207,-76.28114,20352.00000
Clustomer_14,26.27249,-80.25331,15958.00000
Clustomer_15,43.41940,-83.94652,3670.00000
Clustomer_16,41.77293,-88.14598,9921.00000
Clustomer_17,47.61478,-122.19616,13899.00000
Clustomer_18,33.15048,-96.83464,10356.00000
Clustomer_19,42.10580,-72.59658,12014.00000
Clustomer_20,37.94896,-122.03960,7428.00000
Clustomer_21,34.28130,-118.73570,7122.00000
Clustomer_22,41.69735,-71.14365,21225.00000
Clustomer_23,37.55708,-121.99197,11745.00000
Clustomer_24,42.35866,-71.05674,34988.00000
Clustomer_25,41.30493,-72.92320,6405.00000
Clustomer_26,42.99144,-71.46479,3603.00000
Clustomer_27,37.95490,-121.28847,8217.00000
Clustomer_28,38.98580,-94.67161,17025.00000
Clustomer_29,35.94853,-80.00465,10062.00000
Clustomer_30,25.98205,-80.22052,21906.00000
Clustomer_31,42.46243,-83.01858,32751.00000
Clustomer_32,40.91245,-73.83827,14343.00000
Clustomer_33,35.77042,-78.78870,12792.00000
Clustomer_34,38.57934,-121.49090,47304.00000
Clustomer_35,32.78795,-96.79987,31668.00000
Clustomer_36,39.75058,-104.98947,24999.00000
Clustomer_37,27.77551,-82.63857,11469.00000
Clustomer_38,35.47308,-97.51799,11514.00000
Clustomer_39,41.88425,-87.63245,46525.00000
Clustomer_40,37.78291,-122.41352,13134.00000
Clustomer_41,39.95228,-75.16245,54544.00000
Clustomer_42,33.42538,-111.94012,45138.00000
Clustomer_43,35.14650,-90.19137,23559.00000
Clustomer_44,32.64144,-97.12798,21366.00000
Clustomer_45,28.54034,-81.37627,10818.00000
Clustomer_46,40.75362,-74.06342,149517.00000
Clustomer_47,43.09548,-79.05582,10869.00000
Clustomer_48,36.16960,-115.13302,17640.00000
Clustomer_49,45.51155,-122.68388,14187.00000
Clustomer_50,33.74968,-117.86546,26928.00000
Clustomer_51,41.70671,-73.92937,18579.00000
Clustomer_52,42.81225,-73.94102,11025.00000
Clustomer_53,33.57723,-112.26667,8307.00000
Clustomer_54,33.51908,-86.80163,16043.00000
Clustomer_55,27.44865,-80.32661,16551.00000
Clustomer_56,29.76527,-95.36577,37476.00000
Clustomer_57,44.98499,-93.27071,11127.00000
Clustomer_58,40.69421,-111.95789,6993.00000
Clustomer_59,34.28082,-119.29232,5070.00000
Clustomer_60,34.69806,-118.14100,5157.00000
Clustomer_61,26.64084,-81.86808,11979.00000
Clustomer_62,32.71653,-117.16102,25854.00000
Clustomer_63,38.89037,-77.03196,15822.00000
Clustomer_64,41.26068,-95.94056,17935.00000
Clustomer_65,40.60127,-75.47495,1968.00000
Clustomer_66,42.28085,-83.75880,1899.00000
Clustomer_67,39.29291,-76.62033,10350.00000
Clustomer_68,36.52421,-87.35514,2214.00000
Clustomer_69,33.96145,-116.51050,9754.00000
Clustomer_70,25.47623,-80.46565,5254.00000
Clustomer_71,41.35644,-72.09647,12070.00000
Clustomer_72,40.23711,-111.66569,1875.00000
Clustomer_73,44.94043,-123.03316,2577.00000
Clustomer_74,38.44907,-122.73278,2796.00000
Clustomer_75,47.25261,-122.43704,3306.00000
Clustomer_76,40.21788,-74.75940,7348.00000
Clustomer_77,34.50853,-117.32873,1932.00000
Clustomer_78,42.26217,-71.80282,3018.00000
Clustomer_79,32.52945,-99.60001,1950.00000
Clustomer_80,35.09253,-106.64298,9099.00000
Clustomer_81,35.20493,-101.84081,3177.00000
Clustomer_82,34.03731,-83.33783,1923.00000
Clustomer_83,33.75502,-84.39059,6999.00000
Clustomer_84,33.47078,-81.95994,3264.00000
Clustomer_85,30.22080,-97.74844,13173.00000
Clustomer_86,35.37957,-119.02239,5790.00000
Clustomer_87,30.44963,-91.18821,3825.00000
Clustomer_88,30.08316,-94.10336,1971.00000
Clustomer_89,45.78321,-108.50853,1737.00000
Clustomer_90,43.61686,-116.20158,3429.00000
Clustomer_91,25.90662,-97.49932,2916.00000
Clustomer_92,37.72730,-89.21580,7715.00000
Clustomer_93,41.97505,-91.66310,2106.00000
Clustomer_94,32.77917,-79.93314,2001.00000
Clustomer_95,35.18975,-80.91206,12189.00000
Clustomer_96,35.04478,-85.30875,2796.00000
Clustomer_97,39.10189,-84.51320,4950.00000
Clustomer_98,38.95136,-92.32200,1809.00000
Clustomer_99,32.47943,-84.97281,3165.00000
Clustomer_100,39.96199,-83.00275,13116.00000
Clustomer_101,40.15946,-87.63043,7845.00000
Clustomer_102,39.75770,-84.17847,2358.00000
Clustomer_103,29.20357,-81.03940,13436.00000
Clustomer_104,41.59942,-93.61957,3390.00000
Clustomer_105,31.75750,-106.48202,10818.00000
Clustomer_106,42.12431,-80.08356,1695.00000
Clustomer_107,44.04513,-123.08826,2604.00000
Clustomer_108,37.97424,-87.56835,1956.00000
Clustomer_109,46.88183,-96.78984,1758.00000
Clustomer_110,36.72814,-108.20569,6362.00000
Clustomer_111,35.04758,-78.87491,3345.00000
Clustomer_112,40.57654,-105.09612,2400.00000
Clustomer_113,41.08026,-85.13831,4227.00000
Clustomer_114,36.84084,-119.79591,8244.00000
Clustomer_115,29.65022,-82.33128,2073.00000
Clustomer_116,42.97035,-85.67245,3135.00000
Clustomer_117,44.51300,-88.01001,1734.00000
Clustomer_118,40.25986,-76.88223,2119.00000
Clustomer_119,34.50944,-93.05222,4710.00000
Clustomer_120,34.72797,-86.58411,3003.00000
Clustomer_121,39.77473,-86.09322,13674.00000
Clustomer_122,32.29866,-90.18411,2892.00000
Clustomer_123,30.33876,-81.77068,13695.00000
Clustomer_124,31.11964,-97.72549,2133.00000
Clustomer_125,35.96063,-83.91932,2982.00000
Clustomer_126,30.22242,-92.01364,2010.00000
Clustomer_127,27.50875,-99.50890,3936.00000
Clustomer_128,38.03128,-84.48747,4929.00000
Clustomer_129,40.81702,-96.71092,4305.00000
Clustomer_130,38.24343,-85.76386,9957.00000
Clustomer_131,33.58454,-101.86346,3825.00000
Clustomer_132,43.07265,-89.38135,3888.00000
Clustomer_133,26.20577,-98.23542,2166.00000
Clustomer_134,32.00373,-102.07809,1851.00000
Clustomer_135,43.03463,-87.91508,9915.00000
Clustomer_136,30.69608,-88.04374,3252.00000
Clustomer_137,32.37436,-86.31148,3429.00000
Clustomer_138,33.69356,-78.88266,12608.00000
Clustomer_139,31.60358,-94.65562,7694.00000
Clustomer_140,29.95695,-90.07577,5730.00000
Clustomer_141,28.03650,-80.61249,1719.00000
Clustomer_142,40.68447,-89.59431,1917.00000
Clustomer_143,40.46816,-79.96154,5094.00000
Clustomer_144,39.52598,-119.81291,41130.00000
Clustomer_145,37.53927,-77.43800,3405.00000
Clustomer_146,44.03084,-92.47303,1779.00000
Clustomer_147,43.15580,-77.61632,3510.00000
Clustomer_148,42.28355,-89.11958,2547.00000
Clustomer_149,38.63156,-90.19373,5322.00000
Clustomer_150,36.67544,-121.65514,2508.00000
Clustomer_151,38.36573,-75.59532,12647.00000
Clustomer_152,29.47627,-98.53166,22122.00000
Clustomer_153,32.07498,-81.09281,2271.00000
Clustomer_154,32.51039,-93.75056,3321.00000
Clustomer_155,43.54436,-96.72377,2565.00000
Clustomer_156,41.67538,-86.25603,1686.00000
Clustomer_157,34.94825,-81.93487,3927.00000
Clustomer_158,47.65798,-117.42537,3483.00000
Clustomer_159,39.79939,-89.64899,1938.00000
Clustomer_160,37.21538,-93.29429,2658.00000
Clustomer_161,43.04577,-76.15223,2421.00000
Clustomer_162,30.44119,-84.28060,3024.00000
Clustomer_163,33.42558,-94.04825,2239.00000
Clustomer_164,41.64127,-83.54559,4788.00000
Clustomer_165,39.05319,-95.67261,2124.00000
Clustomer_166,32.21589,-110.96896,8670.00000
Clustomer_167,36.15100,-95.99490,6531.00000
Clustomer_168,36.31911,-119.33043,2073.00000
Clustomer_169,31.55524,-97.13560,2079.00000
Clustomer_170,33.90883,-98.49450,1743.00000
Clustomer_171,37.68978,-97.34171,6372.00000
Clustomer_172,34.24150,-77.93399,1776.00000
Clustomer_173,41.09810,-80.65079,6954.00000
